renda_mensal,idade,score_credito,tempo_relacionamento,limite_credito
5975.46,31,84,9,4980.37
5780.14,45,83,5,4766.41
3388.02,30,80,3,1906.9
4184.55,48,57,1,2826.78
4144.9,20,97,4,4118.96
5200.45,35,73,8,5041.35
4439.92,28,97,4,4798.38
5537.33,65,61,13,7192.89
5861.37,32,55,8,7883.72
7535.34,65,63,4,3984.43
6098.28,29,78,3,5043.23
3596.12,48,69,2,978.74
9222.21,56,63,7,7796.0
3609.07,59,71,7,3711.74
4224.82,43,61,3,3790.3
6194.99,43,60,4,3716.24
10790.6,37,87,11,9181.39
5803.17,27,90,9,8322.27
3716.84,57,72,14,6951.41
1721.35,65,52,7,3753.51
1588.35,49,64,13,6575.46
5021.92,22,99,13,9350.47
6089.49,60,51,3,2083.46
2160.37,32,56,13,5585.68
5443.94,31,65,9,5694.12
2372.86,34,86,10,6193.03
3151.19,69,89,9,3765.18
6263.5,24,92,2,4425.06
3504.75,18,77,11,6985.8
7620.16,38,51,11,7155.99
3831.24,24,91,7,3638.08
7218.88,29,91,7,6896.34
9530.43,25,64,5,7146.43
3508.64,54,92,0,1576.27
9932.06,59,94,1,3796.64
5026.97,62,86,3,4075.62
3734.87,68,50,9,4450.24
4407.92,20,69,9,5095.97
4193.11,18,52,1,1674.11
7803.58,57,61,5,4114.34
7635.67,21,60,6,6625.38
7611.94,41,51,1,3649.12
2401.17,61,88,0,471.04
5378.61,55,50,13,7903.92
1900.61,63,71,5,2718.22
7022.2,42,52,8,6989.94
4032.69,49,78,5,5723.66
6006.16,61,83,2,5202.06
3996.28,22,62,12,7522.08
1500.0,61,72,0,2135.44
6770.31,62,77,5,3723.48
6924.78,33,68,14,8470.44
5278.74,64,89,9,6097.71
1500.0,42,63,14,7802.08
6500.71,58,58,12,8222.85
3524.82,45,65,3,3983.49
6033.15,69,86,10,6416.25
4018.79,41,83,13,6257.37
4224.08,35,73,14,7525.02
5995.24,19,54,3,3874.5
3358.19,34,54,14,9324.15
4666.63,35,60,1,980.77
6019.2,52,76,14,9916.71
9332.9,53,92,4,6355.21
4851.06,39,97,11,9083.9
6678.98,19,51,0,3059.98
2656.38,60,95,10,5338.51
8389.27,62,82,6,6515.62
3383.92,55,98,5,5059.28
4735.62,49,80,0,1045.76
6022.43,32,52,9,7266.98
3440.17,35,95,10,7309.98
7161.82,33,71,13,7960.17
3676.39,56,59,6,4478.83
6661.25,53,81,9,8911.08
7135.4,25,92,13,12291.09
6156.86,36,85,14,8587.58
6416.86,31,94,10,7178.67
10061.75,67,86,6,7495.49
5833.09,54,98,7,5533.18
5219.68,42,91,5,5270.59
5672.47,57,80,12,6264.0
7542.65,19,83,6,7865.78
9658.55,40,81,2,3631.58
4667.07,66,51,4,1309.45
3175.24,33,73,11,7725.05
7325.1,37,66,13,9161.97
2273.82,49,85,5,7380.77
5515.52,37,78,2,2841.36
5609.25,52,54,4,3921.13
4785.33,29,92,4,3275.66
4902.92,50,79,7,5903.14
1695.01,28,92,9,3216.26
3263.44,41,63,7,2345.14
6874.18,66,82,3,5330.31
1500.0,38,93,14,7700.82
4828.01,53,91,11,6978.7
4374.87,26,84,6,3600.94
1500.0,25,54,2,430.08
8384.75,69,56,9,7173.41
2939.46,69,57,4,2709.26
6097.85,49,53,11,8250.82
4062.2,45,67,3,4844.28
3310.28,35,92,1,3289.48
4528.04,25,66,10,8139.03
4287.29,32,71,14,8513.38
4626.53,65,82,5,4928.57
3426.1,53,71,12,8108.48
2972.03,21,83,4,4367.39
7008.91,22,89,0,4693.71
5013.87,57,59,6,4593.35
4879.37,26,90,4,3181.6
3217.04,34,65,6,5358.13
8148.8,43,89,14,11119.66
4825.14,55,99,3,3447.3
1500.0,33,74,9,4586.42
5551.65,18,98,5,5345.6
3471.61,21,68,13,9400.78
6821.67,19,90,1,5465.82
7076.86,20,91,11,8750.89
6845.87,59,57,12,7050.97
4077.19,59,50,7,3706.04
4774.2,68,87,13,8102.27
5497.21,42,62,13,7550.72
6785.32,65,63,7,3951.49
2924.49,66,61,14,9117.63
5186.85,58,56,0,2178.87
8735.85,35,96,3,4788.81
3929.21,68,80,12,7276.24
4947.86,19,74,3,4399.72
10226.98,69,84,5,5478.74
4517.53,39,55,10,6020.68
1922.41,37,71,7,2738.31
4885.24,43,66,11,7697.47
8345.86,62,96,14,10162.48
7113.43,26,98,10,5983.6
3040.62,67,73,12,8688.54
5830.79,45,77,10,6504.31
4648.31,64,67,12,6149.42
6624.07,36,65,13,10227.75
3769.21,27,52,13,6256.13
5989.04,18,59,14,11718.93
8820.51,44,95,3,5314.72
1500.0,45,92,2,1300.0
6185.79,63,58,4,4218.14
7638.13,40,50,0,2595.23
1887.33,62,87,5,3014.91
3558.81,43,75,7,5664.82
4212.59,21,71,10,6843.93
3538.18,29,78,0,2453.79
3388.37,43,56,6,4572.18
4250.51,69,59,14,8411.31
6703.39,55,63,3,3108.69
7975.3,57,79,1,2061.59
7605.31,26,85,14,10576.87
6987.6,19,82,2,5117.61
8664.23,49,65,12,7744.85
9062.66,62,81,5,6094.44
5332.12,25,78,2,5023.96
7861.93,27,83,7,7542.83
5847.84,31,54,12,9416.92
4567.52,24,50,12,9183.29
4900.46,23,94,4,5620.74
7025.03,65,99,11,9147.12
7931.18,44,89,13,10739.34
6160.91,23,72,6,5470.77
4207.92,26,51,5,4043.14
4021.04,69,84,4,4521.18
1500.0,39,69,9,5693.06
5721.87,47,55,13,8318.89
5585.79,44,62,7,3989.24
2910.73,19,86,10,7751.26
5946.21,49,83,10,8487.37
5912.67,40,93,8,7210.32
2032.58,18,79,11,7407.96
4356.51,19,72,10,6869.34
7818.09,50,97,0,3456.96
3733.64,41,62,1,1668.98
5035.28,38,77,2,4228.21
5320.91,62,69,7,4373.75
4947.33,29,58,13,8781.29
6377.41,56,57,11,6768.41
6870.44,30,72,8,7193.97
7529.17,60,56,9,7113.12
4373.0,51,64,8,3397.66
6047.73,48,59,10,5051.03
6679.66,23,86,7,6614.66
4763.33,31,53,6,5596.78
3561.68,51,97,2,2042.49
5287.16,61,58,8,5101.6
3788.54,28,64,2,1787.57
3591.54,66,74,5,1092.73
5440.27,33,72,11,6648.83
4623.37,36,89,12,10486.61
5351.04,28,71,6,3373.79
1897.55,26,67,9,4915.96
4648.91,42,85,6,5161.2
1500.0,23,98,12,5575.71
2909.06,61,95,0,926.21
4822.13,55,71,12,7894.1
7426.25,61,76,13,8172.28
6073.7,67,55,7,3924.42
5180.55,52,70,9,8320.55
4246.51,64,63,0,-104.48
4498.82,66,62,12,5586.14
7611.56,36,68,10,8016.67
2787.3,67,83,12,6096.64
3548.92,31,50,8,4338.0
7133.51,66,83,3,3608.85
4312.15,23,81,9,5942.82
8878.17,20,56,2,4697.33
6381.4,20,88,8,6582.07
7309.91,61,95,14,10457.05
1748.74,22,99,7,5203.88
7118.85,38,93,14,7388.28
3301.22,30,99,11,5664.85
6431.53,57,52,4,3232.04
4272.6,66,88,13,7131.3
5445.61,67,74,12,7930.73
2787.54,22,63,3,3514.26
1558.84,53,61,2,2354.09
5301.11,35,53,0,4684.8
4412.4,53,76,13,8144.14
3212.41,42,83,0,1300.92
1635.9,45,93,6,3065.29
1500.0,40,81,14,6917.66
6047.12,42,94,6,6485.85
4489.87,61,63,11,6202.57
3792.27,49,73,13,8032.16
5425.62,43,57,4,3340.4
7028.81,31,69,13,8449.18
5539.13,35,73,12,7759.1
4113.74,23,89,3,2734.92
9264.98,41,90,8,7901.84
3728.49,22,66,12,8450.92
2180.74,44,80,1,1285.27
5199.63,31,99,2,4607.57
4488.88,38,75,11,7227.67
6894.19,38,58,4,3457.01
3947.42,47,73,2,3430.7
4669.69,19,83,7,5209.43
3268.46,34,94,3,2292.22
6615.32,38,93,7,5603.56
5287.14,27,76,0,1495.76
4449.63,54,83,6,5487.41
4700.02,47,94,8,6019.8
4957.38,23,74,5,3486.39
2125.28,31,65,6,5410.86
7325.42,42,76,9,5899.38
7208.06,23,54,12,9157.01
5081.36,39,89,8,6088.46
4867.62,55,98,4,5330.76
3006.68,67,57,2,1239.04
8454.67,35,75,6,4736.2
7970.91,22,76,2,4206.91
5788.79,26,61,13,9319.9
6640.1,37,86,5,6454.7
7460.96,55,92,7,5191.45
7054.94,35,66,3,2723.65
3287.61,24,90,5,3675.83
4377.75,67,55,1,1881.85
5936.36,60,74,9,5235.77
5406.65,67,88,6,4460.08
6506.12,33,81,0,2484.23
6287.45,22,54,3,4925.09
5493.94,19,65,11,9657.09
1500.0,60,67,14,6383.37
7345.67,32,91,2,6145.7
6678.07,48,73,2,3472.37
9138.43,63,86,6,5254.08
4045.0,62,73,9,4068.33
1500.0,23,53,1,1546.89
4639.1,38,53,8,7117.16
5913.36,32,71,10,8198.12
4115.92,41,85,11,6280.6
7743.59,33,94,9,8915.69
3679.72,34,56,14,7963.95
4798.23,55,64,1,1391.6
4508.02,44,75,12,7056.55
10548.62,20,84,7,9391.77
3187.84,48,57,10,6455.06
6167.46,40,54,1,3420.7
2597.58,26,63,10,6343.41
5685.93,60,86,6,4737.05
3091.07,30,59,13,6878.62
7199.89,56,98,8,8713.09
6816.26,32,80,11,8552.97
5543.04,40,81,4,4221.67
2217.14,52,55,5,1508.31
4893.59,51,53,0,1316.52
4391.72,59,72,9,3322.73
6660.79,35,79,6,4945.7
3195.02,34,93,2,2550.0
7310.12,54,54,4,6027.39
6934.77,48,58,12,9507.58
2251.2,57,96,6,5757.0
4560.79,47,92,5,4887.48
4897.33,43,91,14,8726.4
7011.9,31,50,8,6414.68
3626.36,65,53,6,3100.1
5415.21,53,86,5,4561.84
7198.12,56,99,1,2944.2
5502.54,19,77,5,4848.55
1500.0,29,69,9,5688.56
4010.96,48,57,1,1806.09
6808.46,36,88,12,6490.29
6558.75,29,90,9,8101.69
1500.0,68,68,6,2389.82
5401.48,27,52,5,3163.08
6892.01,64,59,13,8576.07
6077.85,56,50,6,4306.19
6307.15,69,67,14,8897.22
9124.63,36,93,7,8141.95
4913.09,50,53,1,3155.53
5609.55,63,86,1,3752.41
3121.01,27,57,8,3003.63
3730.66,24,87,5,2746.06
4336.05,57,92,3,1942.09
6699.45,27,53,6,5956.38
3504.78,24,59,0,1450.54
7469.25,41,72,3,5692.3
2813.67,27,68,13,6996.38
6279.21,50,93,13,8253.88
6104.13,29,88,0,2046.62
5514.96,43,58,13,8161.58
6969.28,57,93,11,8435.35
3514.92,67,70,12,8035.42
4067.75,38,72,4,4287.87
3073.29,36,65,11,7551.51
5018.02,54,88,9,6084.88
4760.12,55,74,9,5106.77
6712.91,29,97,14,10402.7
5773.62,65,92,2,2759.45
6378.83,31,59,13,12387.16
4605.74,36,82,5,3346.12
5811.35,18,97,14,11342.15
8625.47,20,55,4,4560.94
2308.92,22,77,7,3742.75
1500.0,40,98,7,5758.02
6273.83,47,73,11,7521.14
3302.91,67,55,6,1736.42
2236.54,59,57,13,8242.73
6067.82,20,82,2,5309.93
2991.25,46,72,10,5897.86
8078.11,45,87,2,2477.65
5312.94,29,75,14,9952.47
4594.79,29,81,1,2715.51
3356.84,29,92,2,2315.64
5430.38,22,52,3,3794.35
1818.16,19,64,6,4121.88
1500.0,45,57,4,2566.02
1891.69,62,91,13,4659.94
7274.38,68,72,3,3548.36
3151.72,18,72,8,5597.38
2131.0,61,83,13,5095.6
4822.4,54,56,2,3441.93
9449.38,44,67,12,10006.38
7183.79,32,81,10,8126.13
3399.11,28,68,13,8273.08
3363.07,54,86,1,2942.8
3408.09,41,64,9,5962.01
3179.47,40,80,8,4899.08
6087.59,53,98,12,8618.44
4328.1,48,83,12,7095.28
2773.72,68,54,10,5412.74
2327.47,40,93,7,5235.41
9602.07,60,88,9,7542.45
6477.49,33,76,4,3193.54
3287.82,66,50,10,5626.36
7424.72,20,65,3,5330.39
2695.22,32,67,3,2860.54
4725.78,27,53,4,4948.25
4506.87,26,76,12,9583.53
5364.65,68,51,0,889.49
3115.8,55,88,12,6913.92
5256.98,30,86,0,1009.75
1503.24,34,78,9,4589.65
4246.54,24,82,5,5709.96
7670.46,44,82,0,2860.31
7050.7,55,58,12,9348.45
3607.97,68,74,6,2896.95
1948.13,29,87,14,8656.25
1500.0,49,75,13,7052.21
6234.94,54,82,12,8877.28
5556.78,63,96,1,2711.07
5771.35,50,97,10,5588.77
8381.21,31,69,14,11108.28
5305.79,41,61,14,9574.32
5456.16,61,74,6,4171.42
2205.24,65,88,6,3331.61
8247.87,27,52,11,9110.24
4672.08,49,99,11,8143.5
3366.25,29,79,0,3263.29
5415.71,62,83,11,6470.64
9000.62,34,88,10,8957.93
9270.4,46,73,0,3343.83
3059.2,19,65,3,1504.41
7350.74,52,94,13,9202.67
5671.46,66,76,4,2341.21
6975.18,52,52,0,3241.94
5553.43,30,59,4,3958.4
6229.77,34,50,6,5000.87
7642.61,44,99,7,6186.42
1501.66,66,56,2,1647.88
5720.75,25,91,0,3689.7
2660.98,60,55,5,2168.84
4072.8,35,61,13,8640.09
5001.94,18,86,9,6883.25
2984.34,54,82,13,8741.34
3837.22,40,87,10,6057.21
2198.57,27,96,1,2062.12
3813.44,43,94,1,2281.07
6023.7,33,68,5,4993.3
6730.91,25,63,7,6542.35
3461.24,49,89,3,3181.73
7655.58,65,68,11,7009.42
6154.77,18,56,4,3720.05
7866.78,65,71,1,2458.23
1500.0,39,59,8,3360.82
5622.5,32,82,9,6884.23
6222.43,46,67,2,3886.65
1562.95,55,73,10,4788.1
9828.5,45,64,4,5387.89
3726.87,21,67,0,1122.88
6087.72,42,72,4,3878.17
6853.49,44,73,9,7051.03
5202.37,36,73,5,3910.23
7771.66,23,81,1,3835.42
8990.43,38,50,3,6061.68
2780.78,42,98,9,6461.04
5232.29,38,85,11,7487.46
6831.35,26,71,4,4007.45
1733.92,51,68,8,3973.55
7128.55,54,51,4,4325.18
8413.07,49,51,3,4915.69
7567.77,52,90,6,5860.5
5876.89,35,62,5,4980.21
8078.92,43,51,13,8176.31
5714.9,64,77,7,5820.42
2360.77,30,66,3,3513.19
3956.21,22,62,0,1648.28
4488.75,50,71,6,4845.57
4872.1,36,73,13,8602.04
4811.54,28,94,5,3437.11
4323.5,67,79,13,7803.47
5437.69,24,65,2,4750.11
8008.47,40,51,2,3106.87
5428.23,22,56,10,5997.01
6257.43,42,50,7,7685.02
1500.0,21,96,6,3185.07
5251.95,56,68,2,2031.63
7173.67,45,79,4,3587.04
7493.7,40,99,9,7703.15
7290.2,57,96,3,5531.57
5606.82,38,90,5,4988.83
5827.87,43,66,14,9674.3
3654.56,23,83,10,7378.02
6690.04,19,91,4,5179.92
3665.21,48,98,2,1369.51
6361.79,51,54,11,7463.93
5083.03,55,82,4,1760.7
5029.88,38,80,7,4923.04
7002.48,68,79,6,3528.76
6122.41,61,85,4,4452.6
5565.19,51,94,13,10040.35
4004.55,44,87,13,6262.32
8204.63,51,75,5,6343.55
5665.93,31,85,2,3671.6
6494.77,69,81,11,9109.24
5161.89,35,88,5,4487.33
3612.54,69,70,4,2764.68
5709.89,38,62,8,7609.69
3808.47,63,91,11,6220.59
5875.56,42,90,10,6999.07
1500.0,26,83,0,532.12
4198.37,63,63,10,6715.44
4971.3,51,80,3,2086.51
3091.14,26,86,5,4544.23
5727.56,38,99,11,7616.79
4155.55,60,95,13,7189.24
4988.18,33,70,7,6222.92
3896.95,35,63,4,5155.1
6943.82,22,81,4,3891.05
6091.94,63,50,6,5431.1
5595.81,43,96,13,6923.58
5123.98,48,96,1,1171.63
10061.26,60,89,0,3080.44
4685.18,22,71,6,5538.33
3606.23,65,67,5,936.41
2653.88,18,64,14,7135.16
6810.71,32,50,4,5547.1
8262.44,46,88,14,10289.83
3303.89,42,83,4,4283.21
4430.21,55,72,14,7063.65
4281.14,62,99,7,5133.28
4751.81,48,86,12,7202.38
1500.0,42,99,8,2960.22
6613.45,21,65,2,4900.89
7380.49,27,97,2,4356.47
1500.0,40,89,9,5428.48
8515.87,56,56,11,9794.78
8235.08,55,66,11,8869.49
1500.0,18,65,11,6984.92
1500.0,42,57,11,5153.51
4734.14,32,73,14,8736.89
7632.08,21,55,11,9885.45
5579.54,18,66,13,8789.15
5042.77,63,57,12,7932.53
6147.32,31,63,1,3261.89
3383.81,33,72,5,4317.45
7554.72,28,50,1,2824.34
4792.77,23,96,0,604.75
1733.94,38,64,1,-207.7
3409.04,49,83,7,4325.3
5738.02,63,73,1,1717.36
4420.64,56,67,8,5906.87
4213.47,63,65,12,6601.98
5405.87,45,83,5,5287.85
5717.25,46,55,13,7657.37
2539.24,67,53,4,4073.62
7446.98,39,95,3,3652.48
4737.76,53,64,0,2693.46
5839.37,50,84,6,3942.71
5194.76,32,54,3,3836.03
4179.77,22,94,14,9135.1
6823.29,30,68,10,7991.23
5162.34,19,57,0,3579.02
5146.64,60,82,14,8230.11
1500.0,23,90,4,5033.61
6639.9,65,82,12,7864.44
4658.93,40,53,12,7873.8
6509.86,32,82,12,8118.49
8289.92,23,53,11,7033.46
6646.73,39,92,4,4594.83
5108.3,30,58,5,5092.21
4427.15,68,74,2,241.44
10051.45,30,72,13,11236.29
5966.77,67,60,6,4201.31
5419.26,54,98,10,6764.38
4634.12,68,72,5,2724.91
3206.89,53,92,1,2256.81
1500.0,26,87,9,6860.99
8042.35,22,60,14,11447.07
3441.23,21,61,9,4147.25
4619.37,27,78,4,4204.51
4787.88,48,96,3,3366.9
7866.22,25,96,1,1373.76
3467.42,41,81,7,6268.76
5514.7,43,96,12,7597.78
6024.33,28,85,5,4568.95
2231.1,23,67,4,2805.35
2043.07,62,65,13,7012.49
3569.96,50,86,1,2784.3
5487.34,44,54,13,9040.43
5232.98,62,57,4,2284.62
4761.83,31,69,10,8395.41
6304.77,41,58,1,4077.87
3286.41,51,67,5,3562.1
4658.91,40,61,5,5602.04
4772.92,44,94,7,5609.25
3340.42,25,74,8,5169.81
9603.39,31,82,6,8672.6
1500.0,25,67,11,6900.75
7481.36,53,51,1,4550.72
6600.14,57,84,14,9290.58
6616.58,38,89,12,8723.19
5191.7,46,87,14,10977.34
7667.16,39,60,10,10007.49
4103.28,57,98,2,3086.75
5784.88,30,73,11,8222.8
5146.4,41,68,3,2850.21
4535.38,38,86,0,2885.56
5243.7,62,64,1,1809.52
3102.48,27,74,8,5015.53
3671.93,26,53,10,6844.83
8160.63,55,84,10,6532.79
10763.2,51,82,4,5954.46
6039.91,18,87,4,3916.47
6667.12,23,61,12,7707.17
5504.06,67,69,8,5332.06
5910.11,50,77,5,4943.51
6087.58,59,63,3,3680.61
7070.86,26,56,2,4240.82
8073.9,26,61,5,6080.08
3231.17,30,99,10,5692.22
10655.6,27,86,6,7189.7
5276.54,56,77,12,7125.33
5277.19,38,79,3,3678.16
4174.18,47,84,7,5910.01
4181.84,40,78,13,9723.25
6232.74,30,73,2,3264.13
6274.31,43,64,3,4091.21
6130.45,18,75,8,8923.18
4090.33,55,95,8,5976.82
1500.0,61,85,4,2943.83
1500.0,32,71,14,6846.46
5026.58,42,61,5,3621.81
5671.76,58,81,7,5368.62
4160.61,28,81,1,3775.91
3614.2,20,65,10,5944.3
5593.39,60,50,5,5489.24
4784.74,22,93,14,9780.41
4047.01,41,97,7,4474.24
1768.99,34,64,13,6813.23
3312.13,37,69,13,5686.67
6865.18,38,50,14,9857.2
3074.73,51,93,9,7786.19
6327.31,27,51,3,847.54
7772.81,61,63,8,6597.87
3417.88,36,93,10,7270.94
4110.69,69,87,1,-206.02
6974.7,24,97,4,3920.94
7465.66,33,73,3,3082.63
3710.41,31,79,11,6394.37
1757.34,25,54,5,3375.8
7509.75,21,96,4,5122.43
6167.72,56,62,10,6724.78
5801.26,62,67,13,8072.74
6831.18,65,53,5,4007.85
2629.78,43,66,7,4026.76
5782.4,27,86,12,8592.9
4429.47,28,86,11,7070.08
6205.51,60,51,9,4931.15
6598.08,19,65,4,4311.62
6953.11,69,56,2,2970.31
6197.12,35,61,11,8246.57
5501.37,41,95,2,3549.6
5568.33,45,87,9,6726.18
5733.53,56,94,13,7538.55
3751.39,26,81,1,3258.37
4259.01,60,75,5,3499.48
5804.67,23,54,9,6628.7
6300.96,26,91,11,8122.11
3698.01,55,78,2,2150.69
2846.74,32,65,1,1290.26
1649.4,22,78,11,6505.32
2477.33,38,73,10,6175.4
3920.89,33,61,4,4479.29
4106.77,39,84,10,5828.79
4434.33,48,58,13,7672.34
2589.96,21,63,5,4398.42
1500.0,25,52,7,4605.75
5253.13,22,73,7,5170.17
5253.94,32,87,4,4564.03
6242.67,37,87,12,7066.31
6630.08,44,89,7,7446.05
5784.72,57,99,11,7398.26
5229.34,62,86,4,2978.56
6752.01,21,82,10,8884.74
7848.12,56,65,6,5223.73
3646.65,22,64,1,1453.65
6540.52,56,61,6,3710.69
3751.65,39,67,4,3658.65
5438.07,49,55,1,3286.84
7139.08,45,66,1,3784.51
4452.66,45,67,12,6658.36
3095.85,51,63,3,103.62
4081.58,20,53,7,5209.49
3093.9,34,95,1,1933.37
2851.57,39,88,2,3325.56
7413.15,28,94,8,7757.5
6064.74,51,89,12,7421.23
3560.89,33,72,6,4424.81
3031.22,35,66,4,2764.74
3169.19,43,64,14,8902.73
3560.55,68,61,6,4591.99
7305.32,67,70,5,3840.21
4779.82,32,91,0,2260.78
9263.23,51,79,11,8081.81
4920.52,59,53,3,1407.93
3848.71,53,68,13,8562.01
6855.54,20,67,6,7654.27
1659.72,52,92,9,5536.44
5376.9,25,89,3,5346.08
2575.65,46,81,4,2193.35
1500.0,26,90,6,4335.99
4764.7,65,71,12,4415.46
6669.55,35,61,0,1445.92
5427.85,34,96,14,10455.91
5187.47,46,89,4,2743.91
1500.0,59,70,14,7587.92
4690.07,55,95,3,4224.75
4709.62,37,76,8,4592.68
6242.52,29,76,5,4868.39
2883.74,56,63,0,191.78
6659.31,38,84,4,3958.94
3981.24,61,71,11,7194.49
4401.4,56,82,5,3911.79
6055.88,68,58,2,383.28
2621.15,35,98,8,3767.23
6648.41,22,79,11,8058.05
2290.72,31,50,3,2909.48
6310.35,28,52,2,3762.24
4529.06,50,75,1,3055.92
4692.46,59,70,4,5463.55
1500.0,59,70,10,6251.4
3818.48,51,68,12,7708.67
4579.56,20,87,0,2144.5
8097.25,18,84,6,8202.72
4928.16,43,88,3,2582.94
3694.06,58,97,5,2754.92
6667.32,59,80,14,8812.38
3989.67,60,70,7,5718.27
7064.42,60,87,1,3924.99
5522.7,41,82,4,2278.67
3200.89,22,75,12,7519.74
6875.73,54,96,14,9833.89
6202.07,62,93,5,3489.53
6791.41,46,70,0,1364.8
4635.77,69,86,4,3195.13
6202.26,62,91,12,8142.36
8840.98,38,57,11,8228.82
5342.8,25,64,2,2419.23
4202.71,20,95,12,7284.55
8087.92,56,82,3,4847.18
6334.22,62,74,9,6816.98
4099.03,21,84,0,2568.03
8470.25,36,59,1,3459.76
2593.17,21,64,3,2480.17
6058.33,42,76,10,7495.02
7292.98,63,52,3,2516.36
7143.49,38,77,10,7669.16
3200.06,47,89,3,2205.11
2518.88,51,86,10,5504.16
5459.01,66,90,2,2207.33
6409.5,67,97,0,2798.07
2844.08,66,51,1,-434.58
5603.57,56,70,4,2142.59
2085.03,68,50,7,4278.51
7121.69,67,73,0,3011.84
3857.43,61,78,2,2082.67
4671.95,40,59,3,4543.88
6728.63,49,64,5,6563.14
6542.41,41,52,14,8091.61
5947.89,56,78,3,5151.85
7058.96,24,65,0,2608.99
5818.09,20,86,7,7137.91
7895.07,45,99,6,6411.34
1578.43,26,96,13,8059.09
4880.87,49,55,6,2736.62
4795.87,33,53,8,4525.46
4562.06,68,61,9,5431.43
5994.86,48,54,14,9278.54
5427.99,20,86,9,7607.09
6649.64,66,97,9,6394.15
2632.25,55,52,4,4923.67
9584.42,45,84,7,8177.42
4218.06,56,91,3,4139.47
5573.51,29,98,9,6939.63
4587.52,65,64,6,3531.96
5162.13,62,80,0,3132.56
3930.18,21,67,11,6735.39
5411.61,48,73,14,7916.37
6160.19,21,66,1,4934.31
1500.0,28,69,11,6874.31
4342.9,20,58,11,7619.54
4266.84,41,93,10,6132.96
9642.14,43,90,11,9322.6
6720.14,24,74,10,7355.3
8000.12,25,65,13,9495.78
6116.23,42,50,7,6995.52
5164.72,42,54,3,1589.27
5728.31,21,61,5,5095.24
7245.95,22,83,11,8769.1
8500.24,23,85,2,5293.61
5604.1,32,82,1,2925.46
3754.14,22,53,9,6460.53
6849.15,34,52,9,9164.86
3293.65,59,79,10,6668.6
5780.8,20,68,3,3951.82
6362.63,41,57,8,7828.06
4783.85,65,98,3,2520.05
3190.36,56,50,12,5792.85
4090.9,27,86,12,9951.1
4367.16,53,88,13,8190.08
2892.81,56,62,0,1050.42
4227.81,52,66,12,7330.13
2096.07,63,88,3,2292.01
6182.26,20,62,6,5375.91
5666.68,62,83,2,3173.53
5531.4,63,70,14,8632.42
4228.2,58,52,5,4340.3
4495.9,58,88,3,1150.34
3342.11,43,71,5,4192.56
6010.34,28,54,13,9843.38
2284.32,61,50,9,5158.01
5167.53,28,78,11,7227.03
3732.61,20,78,12,8360.41
8514.62,29,57,6,6760.8
6053.57,24,51,10,7108.31
4999.11,35,89,0,3336.17
2787.95,44,95,13,7081.88
2272.96,29,98,13,8116.8
5991.6,19,63,9,4811.28
8597.59,42,63,8,8550.87
5817.91,41,69,7,5237.22
5350.58,42,96,2,1934.05
5379.49,26,54,2,4702.29
5206.04,41,95,6,6191.77
5406.68,44,85,8,5636.79
3629.68,49,76,2,2037.88
3052.87,53,61,2,858.8
5218.47,52,71,0,2164.53
7986.84,42,84,6,6851.99
6554.06,26,86,7,7966.1
2533.15,49,89,0,3455.05
4489.62,23,62,2,2439.41
6457.99,56,56,12,7900.98
8033.74,54,92,10,8201.54
8582.57,52,98,10,6517.5
4578.57,55,79,0,2179.44
6648.46,69,93,12,8193.67
5498.54,46,54,12,7530.98
4760.54,25,91,3,3178.71
5124.69,25,99,4,3867.73
5149.25,46,89,1,2912.6
7350.33,53,57,5,4889.87
2191.06,36,96,2,4011.55
5936.29,52,92,10,6102.36
8078.84,23,86,8,6998.94
7863.58,30,77,2,6573.25
6137.95,59,90,13,9155.44
3485.9,62,84,9,5277.86
6553.56,21,94,4,4344.41
7649.88,49,92,10,9653.58
3969.72,28,73,3,2862.56
5715.22,47,51,10,6617.14
4589.46,56,99,14,8090.47
3772.03,67,82,3,1104.05
4369.66,59,86,6,4785.69
5257.06,24,54,3,2129.23
3163.53,31,86,13,7471.12
2835.78,18,87,5,3728.13
3220.79,35,59,12,7798.2
5655.8,18,73,3,767.31
2068.37,23,78,11,6462.34
1500.0,24,91,10,5354.16
7745.01,67,61,7,6666.59
2973.56,27,82,5,3970.37
4611.98,27,82,11,7118.88
6844.58,58,50,12,7941.68
2123.48,45,51,8,4445.65
2121.12,43,84,3,2527.61
3734.83,41,50,10,6394.55
6922.61,63,64,3,3280.93
4956.71,49,79,2,2172.38
4983.85,39,73,14,9494.62
4409.15,22,91,14,8108.58
6124.27,40,87,9,6887.45
7863.69,58,86,4,3535.77
10968.05,36,58,11,10989.53
4703.83,30,54,5,4225.0
8051.9,31,94,0,3297.26
6998.53,67,85,13,10020.13
5533.99,28,58,12,8819.55
1500.0,58,57,2,448.88
4244.23,63,93,14,9137.94
4323.47,48,52,5,4681.63
5717.6,61,51,12,7579.23
4605.07,57,91,5,5426.44
3873.6,52,73,13,9603.68
9060.02,57,73,14,9307.5
7616.35,65,81,6,5778.4
1500.0,59,68,7,4133.02
4437.83,50,77,8,6803.27
6261.85,52,98,11,7400.2
7661.81,23,76,11,10214.7
4160.05,53,77,2,1387.27
4569.26,27,94,13,8231.54
5189.57,25,50,12,9420.03
6323.69,33,99,0,3442.57
1928.93,27,81,9,6913.37
1500.0,58,62,4,1781.89
7509.1,54,50,8,5881.96
